	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000004455.16	1207.91984093723	-0.102814413679002	0.116566282184929	-0.882025331440951	0.377763108831466	0.629252012464863
ENSG00000004468.12	2.74699075744149	0.78506443064277	1.3597342017686	0.57736609818422	0.56369217088058	NA
ENSG00000004478.7	599.865216532545	0.0110291309750479	0.137950533395504	0.079949897282582	0.93627710451722	0.976056632630897
ENSG00000004487.16	1226.08328734833	-0.316944841961064	0.0891848481848172	-3.55379695555753	0.000379712248416125	0.00298314777699316
ENSG00000004534.14	1275.61737885385	-0.259649311174864	0.103357467330851	-2.51214854504628	0.0119998565946113	0.054640979661014
ENSG00000004660.14	82.458530991482	-0.530623901014539	0.312952325430641	-1.69554228518471	0.0899725957751883	0.253468252138384
ENSG00000004700.15	1479.53061865796	0.414469267884604	0.105214893800323	3.93926423260175	8.17318759503756e-05	0.000785608820158184
ENSG00000004766.16	484.003965053548	-0.0706786313881902	0.135472795250218	-0.521718262752656	0.60186650714233	0.802021208359138
ENSG00000004776.12	12115.2746198183	-0.151018427150948	0.120226325543052	-1.2561177967372	0.209073264605525	0.447910896160397
ENSG00000004777.18	95.3090835332528	-0.331683646940248	0.261195756216924	-1.26986614079895	0.204132315877901	0.441394259452229
ENSG00000004779.9	364.953401085106	0.130188437376555	0.136860173379295	0.95125144270971	0.341476749914866	0.595981636741277
ENSG00000004799.7	927.38299899439	2.68643095846958	0.623857060873741	4.30616422727844	1.66109754759328e-05	0.00018973929256946
ENSG00000004838.13	16.4995113328874	-0.546089994475135	0.526703305892161	-1.03680760755837	0.299825529389425	0.553759378720372
ENSG00000004846.16	21.1400620037159	-1.45359450034332	0.564970546965419	-2.57286775063036	0.0100859739702358	0.0477450320842789
ENSG00000004864.13	148.169580769269	0.11771210936014	0.246378909732829	0.477768610502361	0.632814904829709	0.823895169798517
ENSG00000004866.20	525.578618533188	-0.691725495602992	0.210206478402501	-3.29069541937943	0.000999400585406617	0.00684286800171617
ENSG00000004897.11	1656.91879687632	-0.210925287598144	0.0946357728944622	-2.22881138016771	0.0258264574359807	0.0992604360895042
ENSG00000004939.14	10.1849434466398	-0.241159786118564	0.664808308829235	-0.36275086053491	0.71679100257342	0.871454470241213
ENSG00000004961.14	431.348447318802	-0.151155942194784	0.142318505243919	-1.06209619006129	0.288192019549905	0.542167165563638
ENSG00000004975.11	989.231395809429	-0.36580183521013	0.115598164090731	-3.16442599315867	0.00155389174885706	0.00993232411206039
ENSG00000005007.12	2267.14059482544	0.272182411513661	0.0821100717022006	3.31484805543491	0.000916929504798496	0.00636940570082941
ENSG00000005020.12	757.484160790969	0.226456425218309	0.107336401657755	2.10978215890236	0.0348771238953173	0.125028661367661
ENSG00000005022.5	1361.94511148437	-0.0580115210509757	0.0908330321347034	-0.638661065117212	0.523043446603678	0.74767770468511
ENSG00000005059.15	208.606741150522	0.112604499808587	0.166978133792759	0.67436674042808	0.500078182488077	0.730282599332881
ENSG00000005075.15	594.400080737842	0.0928934032237931	0.129409969481108	0.717822619047554	0.472866664842509	0.709872680494711
